source,target
Michelle Lujan Grisham,John Garamendi
Michelle Lujan Grisham,Tulsi Gabbard
Michelle Lujan Grisham,Marcia Fudge
Michelle Lujan Grisham,Bill Foster
Michelle Lujan Grisham,Anna Eshoo
Michelle Lujan Grisham,Eliot Engel
Michelle Lujan Grisham,Keith Ellison
Michelle Lujan Grisham,Tammy Duckworth
Michelle Lujan Grisham,Michael Doyle
Michelle Lujan Grisham,Lloyd Doggett
Michelle Lujan Grisham,Theodore Deutch
Michelle Lujan Grisham,Rosa DeLauro
Michelle Lujan Grisham,Diana DeGette
Michelle Lujan Grisham,Peter DeFazio
Michelle Lujan Grisham,Elijah Cummings
Michelle Lujan Grisham,Henry Cuellar
Michelle Lujan Grisham,Joe Courtney
Michelle Lujan Grisham,Jim Costa
Michelle Lujan Grisham,Jim Cooper
Michelle Lujan Grisham,Steve Cohen
Michelle Lujan Grisham,Emanuel Cleaver
Michelle Lujan Grisham,Yvette Clarke
Michelle Lujan Grisham,Judy Chu
Michelle Lujan Grisham,André Carson
Michelle Lujan Grisham,George Butterfield
Michelle Lujan Grisham,Cheri Bustos
Michelle Lujan Grisham,Suzanne Bonamici
Michelle Lujan Grisham,Earl Blumenauer
Michelle Lujan Grisham,Ron Wyden
Michelle Lujan Grisham,Sheldon Whitehouse
Michelle Lujan Grisham,Elizabeth Warren
Michelle Lujan Grisham,Debbie Stabenow
Michelle Lujan Grisham,Jeanne Shaheen
Michelle Lujan Grisham,John Reed
Michelle Lujan Grisham,Bill Nelson
Michelle Lujan Grisham,Patty Murray
Michelle Lujan Grisham,Christopher Murphy
Michelle Lujan Grisham,Jeff Merkley
Michelle Lujan Grisham,Joe Manchin
Michelle Lujan Grisham,Patrick Leahy
Michelle Lujan Grisham,Timothy Kaine
Michelle Lujan Grisham,Mazie Hirono
Michelle Lujan Grisham,Heidi Heitkamp
Michelle Lujan Grisham,Martin Heinrich
Michelle Lujan Grisham,Kirsten Gillibrand
Michelle Lujan Grisham,Dianne Feinstein
Michelle Lujan Grisham,Richard Durbin
Michelle Lujan Grisham,Joe Donnelly
Michelle Lujan Grisham,Robert Casey
Michelle Lujan Grisham,Thomas Carper
Michelle Lujan Grisham,Benjamin Cardin
Michelle Lujan Grisham,Maria Cantwell
Michelle Lujan Grisham,Sherrod Brown
Michelle Lujan Grisham,Richard Blumenthal
Michelle Lujan Grisham,Michael Bennet
Michelle Lujan Grisham,Joaquin Castro
Michelle Lujan Grisham,Mike Thompson
Michelle Lujan Grisham,John Larson
Michelle Lujan Grisham,John Lewis
Michelle Lujan Grisham,Terri Sewell
Michelle Lujan Grisham,Sanford Bishop
Michelle Lujan Grisham,Karen Bass
Michelle Lujan Grisham,Joseph Crowley
Michelle Lujan Grisham,Louise Slaughter
Michelle Lujan Grisham,Doris Matsui
Michelle Lujan Grisham,Grace Napolitano
Michelle Lujan Grisham,Ann Kuster
Michelle Lujan Grisham,Joseph Kennedy
Michelle Lujan Grisham,Derek Kilmer
Michelle Lujan Grisham,Denny Heck
Michelle Lujan Grisham,Elizabeth Esty
Michelle Lujan Grisham,Lois Frankel
Michelle Lujan Grisham,Carol Shea-Porter
Michelle Lujan Grisham,John Delaney
Michelle Lujan Grisham,Matthew Cartwright
Michelle Lujan Grisham,Ami Bera
Michelle Lujan Grisham,Janice Schakowsky
Michelle Lujan Grisham,Chris Van Hollen
Michelle Lujan Grisham,James Clyburn
Michelle Lujan Grisham,Steny Hoyer
Michelle Lujan Grisham,Nancy Pelosi
Michelle Lujan Grisham,Tom Udall
Michelle Lujan Grisham,Ben Luján
Grace Meng,Timothy Walz
Grace Meng,Darren Soto
Grace Meng,Dwight Evans
Grace Meng,Doris Matsui
Grace Meng,Jimmy Gomez
Grace Meng,Val Demings
Grace Meng,Susan Davis
Grace Meng,Robin Kelly
Grace Meng,Mark DeSaulnier
Grace Meng,Zoe Lofgren
Grace Meng,Brad Sherman
Grace Meng,Anna Eshoo
Grace Meng,Luis Gutiérrez
Grace Meng,John Yarmuth
Grace Meng,Mike Quigley
Grace Meng,Janice Schakowsky
Grace Meng,Jared Polis
Grace Meng,Jimmy Panetta
Grace Meng,Lee Zeldin
Grace Meng,Raja Krishnamoorthi
Grace Meng,Thomas Suozzi
Grace Meng,Jamie Raskin
Grace Meng,Marcia Fudge
Grace Meng,Katherine Clark
Grace Meng,Derek Kilmer
Grace Meng,Emanuel Cleaver
Grace Meng,Tammy Duckworth
Grace Meng,Amy Klobuchar
Grace Meng,Benjamin Cardin
Grace Meng,Mark Takano
Grace Meng,Sander Levin
Grace Meng,Peter Visclosky
Grace Meng,Dina Titus
Grace Meng,Judy Chu
Grace Meng,Jackie Speier
Grace Meng,Kyrsten Sinema
Grace Meng,Colleen Hanabusa
Grace Meng,Mazie Hirono
Grace Meng,Tulsi Gabbard
Grace Meng,Bill Nelson
Grace Meng,Timothy Kaine
Grace Meng,Peter DeFazio
Grace Meng,Gwen Moore
Grace Meng,Debbie Wasserman Schultz
Grace Meng,Ileana Ros-Lehtinen
Grace Meng,John Lewis
Grace Meng,Eric Swalwell
Grace Meng,Peter King
Grace Meng,Cheri Bustos
Grace Meng,Mark Warner
Grace Meng,Hakeem Jeffries
Grace Meng,Carol Shea-Porter
Grace Meng,Nydia Velázquez
Grace Meng,Sean Maloney
Grace Meng,Yvette Clarke
Grace Meng,Carolyn Maloney
Grace Meng,Louise Slaughter
Grace Meng,Brian Higgins
Grace Meng,Jerrold Nadler
Grace Meng,Nita Lowey
Grace Meng,Chris Van Hollen
Grace Meng,José Serrano
Grace Meng,James Clyburn
Grace Meng,Joe Courtney
Grace Meng,Eliot Engel
Grace Meng,Gregory Meeks
Grace Meng,Joseph Crowley
Grace Meng,Charles Schumer
Grace Meng,Steny Hoyer
Grace Meng,Nancy Pelosi
Grace Meng,Kirsten Gillibrand
Hakeem Jeffries,Kathy Castor
Hakeem Jeffries,Seth Moulton
Hakeem Jeffries,Tom O’Halleran
Hakeem Jeffries,C. Ruppersberger
Hakeem Jeffries,Alcee Hastings
Hakeem Jeffries,Ro Khanna
Hakeem Jeffries,Pramila Jayapal
Hakeem Jeffries,Darren Soto
Hakeem Jeffries,Brendan Boyle
Hakeem Jeffries,Danny Davis
Hakeem Jeffries,Jeff Merkley
Hakeem Jeffries,Mark Warner
Hakeem Jeffries,Kamala Harris
Hakeem Jeffries,Jimmy Gomez
Hakeem Jeffries,Nanette Barragán
Hakeem Jeffries,Adriano Espaillat
Hakeem Jeffries,Dwight Evans
Hakeem Jeffries,Thomas Suozzi
Hakeem Jeffries,Jamie Raskin
Hakeem Jeffries,Kathleen Rice
Hakeem Jeffries,Alma Adams
Hakeem Jeffries,Chris Stewart
Hakeem Jeffries,Bonnie Watson Coleman
Hakeem Jeffries,Glenn Thompson
Hakeem Jeffries,Pete Aguilar
Hakeem Jeffries,Ted Lieu
Hakeem Jeffries,Ruben Gallego
Hakeem Jeffries,Stacey Plaskett
Hakeem Jeffries,Sam Graves
Hakeem Jeffries,Katherine Clark
Hakeem Jeffries,Donald Norcross
Hakeem Jeffries,Erik Paulsen
Hakeem Jeffries,Jodey Arrington
Hakeem Jeffries,Salud Carbajal
Hakeem Jeffries,A. McEachin
Hakeem Jeffries,Jimmy Panetta
Hakeem Jeffries,Raja Krishnamoorthi
Hakeem Jeffries,Val Demings
Hakeem Jeffries,Lisa Blunt Rochester
Hakeem Jeffries,Will Hurd
Hakeem Jeffries,Trey Gowdy
Hakeem Jeffries,Brenda Lawrence
Hakeem Jeffries,Donald Beyer
Hakeem Jeffries,Doug Collins
Hakeem Jeffries,Debbie Dingell
Hakeem Jeffries,Ron Kind
Hakeem Jeffries,Denny Heck
Hakeem Jeffries,Derek Kilmer
Hakeem Jeffries,Rick Larsen
Hakeem Jeffries,Gerald Connolly
Hakeem Jeffries,Filemon Vela
Hakeem Jeffries,Michael Doyle
Hakeem Jeffries,Robert Brady
Hakeem Jeffries,Tim Ryan
Hakeem Jeffries,Marcy Kaptur
Hakeem Jeffries,Ben Luján
Hakeem Jeffries,Richard Nolan
Hakeem Jeffries,Betty McCollum
Hakeem Jeffries,Timothy Walz
Hakeem Jeffries,Gary Peters
Hakeem Jeffries,Richard Neal
Hakeem Jeffries,John Delaney
Hakeem Jeffries,John Yarmuth
Hakeem Jeffries,David Loebsack
Hakeem Jeffries,Peter Visclosky
Hakeem Jeffries,Cheri Bustos
Hakeem Jeffries,Bill Foster
Hakeem Jeffries,Bradley Schneider
Hakeem Jeffries,Daniel Lipinski
Hakeem Jeffries,Robin Kelly
Hakeem Jeffries,Lois Frankel
Hakeem Jeffries,Elizabeth Esty
Hakeem Jeffries,James Himes
Hakeem Jeffries,Susan Davis
Hakeem Jeffries,Scott Peters
Hakeem Jeffries,Juan Vargas
Hakeem Jeffries,Tony Cárdenas
Hakeem Jeffries,Adam Schiff
Hakeem Jeffries,Julia Brownley
Hakeem Jeffries,Anna Eshoo
Hakeem Jeffries,Jim Costa
Hakeem Jeffries,Eric Swalwell
Hakeem Jeffries,Jackie Speier
Hakeem Jeffries,Jerry McNerney
Hakeem Jeffries,Blake Farenthold
Hakeem Jeffries,Joyce Beatty
Hakeem Jeffries,Henry Johnson
Hakeem Jeffries,David Scott
Hakeem Jeffries,Tulsi Gabbard
Hakeem Jeffries,Jared Huffman
Hakeem Jeffries,Alan Lowenthal
Hakeem Jeffries,Joe Courtney
Hakeem Jeffries,Peter Welch
Hakeem Jeffries,Jared Polis
Hakeem Jeffries,David Cicilline
Hakeem Jeffries,Matthew Cartwright
Hakeem Jeffries,Ami Bera
Hakeem Jeffries,Stephen Lynch
Hakeem Jeffries,Mike Thompson
Hakeem Jeffries,Suzanne Bonamici
Hakeem Jeffries,Theodore Deutch
Hakeem Jeffries,Michelle Lujan Grisham
Hakeem Jeffries,Elijah Cummings
Hakeem Jeffries,Mark Pocan
Hakeem Jeffries,Beto O’Rourke
Hakeem Jeffries,Donald Payne
Hakeem Jeffries,Amy Klobuchar
Hakeem Jeffries,Raul Ruiz
Hakeem Jeffries,Debbie Wasserman Schultz
Hakeem Jeffries,Marc Veasey
Hakeem Jeffries,Daniel Kildee
Hakeem Jeffries,Elizabeth Warren
Hakeem Jeffries,Tammy Duckworth
Hakeem Jeffries,Joaquin Castro
Hakeem Jeffries,Ann Kuster
Hakeem Jeffries,Joseph Kennedy
Hakeem Jeffries,Mark Takano
Hakeem Jeffries,Kyrsten Sinema
Hakeem Jeffries,Dianne Feinstein
Hakeem Jeffries,Dina Titus
Hakeem Jeffries,Richard Blumenthal
Hakeem Jeffries,George Butterfield
Hakeem Jeffries,Debbie Stabenow
Hakeem Jeffries,David Price
Hakeem Jeffries,Sherrod Brown
Hakeem Jeffries,Lucille Roybal-Allard
Hakeem Jeffries,James McGovern
Hakeem Jeffries,Cedric Richmond
Hakeem Jeffries,Brian Higgins
Hakeem Jeffries,Kurt Schrader
Hakeem Jeffries,Gene Green
Hakeem Jeffries,Mike Quigley
Hakeem Jeffries,Ed Perlmutter
Hakeem Jeffries,Henry Cuellar
Hakeem Jeffries,Frank Pallone
Hakeem Jeffries,Steve Cohen
Hakeem Jeffries,Grace Meng
Hakeem Jeffries,Carol Shea-Porter
Hakeem Jeffries,Albio Sires
Hakeem Jeffries,Charles Schumer
Hakeem Jeffries,Kirsten Gillibrand
Hakeem Jeffries,Bernard Sanders
Hakeem Jeffries,Robert Menéndez
Hakeem Jeffries,James Clyburn
Hakeem Jeffries,Nancy Pelosi
Hakeem Jeffries,Steny Hoyer
Hakeem Jeffries,Paul Ryan
Hakeem Jeffries,Chellie Pingree
Hakeem Jeffries,Maxine Waters
Hakeem Jeffries,Sander Levin
Hakeem Jeffries,Keith Ellison
Hakeem Jeffries,Gwen Moore
Hakeem Jeffries,Adam Smith
Hakeem Jeffries,Gregory Meeks
Hakeem Jeffries,Patrick Leahy
Hakeem Jeffries,Richard Durbin
Hakeem Jeffries,John Lewis
Hakeem Jeffries,Rosa DeLauro
Hakeem Jeffries,Lloyd Doggett
Hakeem Jeffries,André Carson
Hakeem Jeffries,Karen Bass
Hakeem Jeffries,Yvette Clarke
Hakeem Jeffries,Eddie Johnson
Hakeem Jeffries,Paul Tonko
Hakeem Jeffries,Niki Tsongas
Hakeem Jeffries,Louise Slaughter
Hakeem Jeffries,Emanuel Cleaver
Hakeem Jeffries,James Langevin
Hakeem Jeffries,Eleanor Norton
Hakeem Jeffries,Sheila Jackson Lee
Hakeem Jeffries,Frederica Wilson
Hakeem Jeffries,Nita Lowey
Hakeem Jeffries,Jim Cooper
Hakeem Jeffries,Robert Scott
Hakeem Jeffries,Colleen Hanabusa
Hakeem Jeffries,Barbara Lee
Hakeem Jeffries,Bennie Thompson
Hakeem Jeffries,Marcia Fudge
Hakeem Jeffries,Grace Napolitano
Hakeem Jeffries,William Keating
Hakeem Jeffries,Raúl Grijalva
Hakeem Jeffries,Frank LoBiondo
Hakeem Jeffries,Joseph Crowley
Hakeem Jeffries,Chris Van Hollen
Hakeem Jeffries,Al Green
Hakeem Jeffries,Eliot Engel
Hakeem Jeffries,Judy Chu
Hakeem Jeffries,John Larson
Hakeem Jeffries,Janice Schakowsky
Hakeem Jeffries,Diana DeGette
Hakeem Jeffries,Luis Gutiérrez
Hakeem Jeffries,John Garamendi
Hakeem Jeffries,Doris Matsui
Hakeem Jeffries,Christopher Murphy
Hakeem Jeffries,José Serrano
Hakeem Jeffries,Brad Sherman
Hakeem Jeffries,Robert Casey
Hakeem Jeffries,Thomas Carper
Hakeem Jeffries,Linda Sánchez
Hakeem Jeffries,Carolyn Maloney
Hakeem Jeffries,Peter DeFazio
Hakeem Jeffries,Bobby Rush
Hakeem Jeffries,Bill Pascrell
Hakeem Jeffries,Jerrold Nadler
Hakeem Jeffries,Terri Sewell
Hakeem Jeffries,Nydia Velázquez
Hakeem Jeffries,Andy Harris
Hakeem Jeffries,Sanford Bishop
Hakeem Jeffries,Sean Maloney
Sean Maloney,Brendan Boyle
Sean Maloney,John Yarmuth
Sean Maloney,Tom O’Halleran
Sean Maloney,Salud Carbajal
Sean Maloney,Jimmy Gomez
Sean Maloney,Darren Soto
Sean Maloney,James Himes
Sean Maloney,Cedric Richmond
Sean Maloney,Bennie Thompson
Sean Maloney,Jenniffer González-Colón
Sean Maloney,Jeff Merkley
Sean Maloney,Jacky Rosen
Sean Maloney,Ruben Kihuen
Sean Maloney,John Katko
Sean Maloney,Richard Shelby
Sean Maloney,John McCain
Sean Maloney,Kamala Harris
Sean Maloney,Nanette Barragán
Sean Maloney,Suzanne Bonamici
Sean Maloney,Josh Gottheimer
Sean Maloney,Robin Kelly
Sean Maloney,Bradley Schneider
Sean Maloney,Charlie Crist
Sean Maloney,Luis Gutiérrez
Sean Maloney,Val Demings
Sean Maloney,Janice Schakowsky
Sean Maloney,Ruben Gallego
Sean Maloney,Lloyd Doggett
Sean Maloney,Al Green
Sean Maloney,Raja Krishnamoorthi
Sean Maloney,Donald Payne
Sean Maloney,Jim Costa
Sean Maloney,Lucille Roybal-Allard
Sean Maloney,Doris Matsui
Sean Maloney,John Delaney
Sean Maloney,Jerry McNerney
Sean Maloney,Dwight Evans
Sean Maloney,A. McEachin
Sean Maloney,Dina Titus
Sean Maloney,Ro Khanna
Sean Maloney,Lisa Blunt Rochester
Sean Maloney,Stephanie Murphy
Sean Maloney,Pramila Jayapal
Sean Maloney,Frank Pallone
Sean Maloney,Richard Neal
Sean Maloney,Elijah Cummings
Sean Maloney,Niki Tsongas
Sean Maloney,Gerald Connolly
Sean Maloney,Adriano Espaillat
Sean Maloney,Matthew Cartwright
Sean Maloney,Raul Ruiz
Sean Maloney,Lois Frankel
Sean Maloney,Bill Foster
Sean Maloney,Denny Heck
Sean Maloney,Juan Vargas
Sean Maloney,Tony Cárdenas
Sean Maloney,Julia Brownley
Sean Maloney,Lee Zeldin
Sean Maloney,Kathleen Rice
Sean Maloney,Jamie Raskin
Sean Maloney,Christopher Smith
Sean Maloney,Albio Sires
Sean Maloney,Bill Pascrell
Sean Maloney,Thomas Suozzi
Sean Maloney,Maxine Waters
Sean Maloney,Adam Schiff
Sean Maloney,Zoe Lofgren
Sean Maloney,Henry Johnson
Sean Maloney,Brad Sherman
Sean Maloney,Sanford Bishop
Sean Maloney,Grace Napolitano
Sean Maloney,David Scott
Sean Maloney,Terri Sewell
Sean Maloney,Mike Quigley
Sean Maloney,Mark DeSaulnier
Sean Maloney,John Faso
Sean Maloney,Betty McCollum
Sean Maloney,Richard Nolan
Sean Maloney,Timothy Walz
Sean Maloney,Amy Klobuchar
Sean Maloney,Mazie Hirono
Sean Maloney,Joe Manchin
Sean Maloney,Angus King
Sean Maloney,Joe Donnelly
Sean Maloney,Martin Heinrich
Sean Maloney,Heidi Heitkamp
Sean Maloney,Tom Udall
Sean Maloney,Sherrod Brown
Sean Maloney,Robert Menéndez
Sean Maloney,Dianne Feinstein
Sean Maloney,André Carson
Sean Maloney,Henry Cuellar
Sean Maloney,Sheila Jackson Lee
Sean Maloney,Eddie Johnson
Sean Maloney,Linda Sánchez
Sean Maloney,Marc Veasey
Sean Maloney,Alan Lowenthal
Sean Maloney,Filemon Vela
Sean Maloney,Ann Kuster
Sean Maloney,Jimmy Panetta
Sean Maloney,Eric Swalwell
Sean Maloney,Paul Ryan
Sean Maloney,Ami Bera
Sean Maloney,Donald Norcross
Sean Maloney,Beto O’Rourke
Sean Maloney,Pete Aguilar
Sean Maloney,Barbara Lee
Sean Maloney,Adam Smith
Sean Maloney,Suzan DelBene
Sean Maloney,Mark Pocan
Sean Maloney,Elizabeth Esty
Sean Maloney,Cheri Bustos
Sean Maloney,Frederica Wilson
Sean Maloney,Ed Perlmutter
Sean Maloney,James Langevin
Sean Maloney,Mike Thompson
Sean Maloney,Diana DeGette
Sean Maloney,Bonnie Watson Coleman
Sean Maloney,Theodore Deutch
Sean Maloney,Joseph Kennedy
Sean Maloney,Alma Adams
Sean Maloney,Donald Beyer
Sean Maloney,Ben Luján
Sean Maloney,Daniel Kildee
Sean Maloney,Debbie Dingell
Sean Maloney,Bill Shuster
Sean Maloney,Ted Lieu
Sean Maloney,Sander Levin
Sean Maloney,Peter DeFazio
Sean Maloney,Kurt Schrader
Sean Maloney,Scott Peters
Sean Maloney,Jared Polis
Sean Maloney,Mark Takano
Sean Maloney,Jared Huffman
Sean Maloney,Chris Van Hollen
Sean Maloney,Kyrsten Sinema
Sean Maloney,Derek Kilmer
Sean Maloney,Carol Shea-Porter
Sean Maloney,David Cicilline
Sean Maloney,Brian Higgins
Sean Maloney,Paul Tonko
Sean Maloney,Carolyn Maloney
Sean Maloney,Hakeem Jeffries
Sean Maloney,Grace Meng
Sean Maloney,Peter King
Sean Maloney,Chris Collins
Sean Maloney,Louise Slaughter
Sean Maloney,Nita Lowey
Sean Maloney,José Serrano
Sean Maloney,Yvette Clarke
Sean Maloney,Nydia Velázquez
Sean Maloney,Gregory Meeks
Sean Maloney,Ron Kind
Sean Maloney,Karen Bass
Sean Maloney,Eliot Engel
Sean Maloney,James Clyburn
Sean Maloney,Jerrold Nadler
Sean Maloney,Steny Hoyer
Sean Maloney,Charles Schumer
Sean Maloney,Kirsten Gillibrand
Sean Maloney,Nancy Pelosi
Sean Maloney,Joseph Crowley
Chris Collins,Darrell Issa
Chris Collins,Eric Swalwell
Chris Collins,John Faso
Chris Collins,Marco Rubio
Chris Collins,Paul Ryan
Chris Collins,Scott DesJarlais
Chris Collins,Bill Pascrell
Chris Collins,Paul Cook
Chris Collins,Brad Wenstrup
Chris Collins,David McKinley
Chris Collins,David Valadao
Chris Collins,Matthew Cartwright
Chris Collins,Charles Dent
Chris Collins,Scott Perry
Chris Collins,Alan Lowenthal
Chris Collins,Rodney Frelinghuysen
Chris Collins,Doug LaMalfa
Chris Collins,Leonard Lance
Chris Collins,Mike Kelly
Chris Collins,Jason Smith
Chris Collins,Adrian Smith
Chris Collins,Jeff Fortenberry
Chris Collins,Edward Royce
Chris Collins,Ken Calvert
Chris Collins,Robert Aderholt
Chris Collins,Bill Posey
Chris Collins,Daniel Webster
Chris Collins,Ron DeSantis
Chris Collins,Mark Meadows
Chris Collins,Jeff Duncan
Chris Collins,Jim Bridenstine
Chris Collins,Frank Lucas
Chris Collins,Claudia Tenney
Chris Collins,Mark Amodei
Chris Collins,Dave Trott
Chris Collins,Tom Emmer
Chris Collins,Michael Enzi
Chris Collins,Rod Blum
Chris Collins,Steven Palazzo
Chris Collins,Gus Bilirakis
Chris Collins,Lamar Smith
Chris Collins,Jeb Hensarling
Chris Collins,Sam Johnson
Chris Collins,H. Griffith
Chris Collins,Bob Goodlatte
Chris Collins,Jim Jordan
Chris Collins,Michael Turner
Chris Collins,Steve Stivers
Chris Collins,Harold Rogers
Chris Collins,Andy Harris
Chris Collins,Robert Portman
Chris Collins,Susan Brooks
Chris Collins,Daniel Donovan
Chris Collins,Bob Gibbs
Chris Collins,Bill Johnson
Chris Collins,Adam Kinzinger
Chris Collins,Rodney Davis
Chris Collins,Richard Hudson
Chris Collins,Steny Hoyer
Chris Collins,Glenn Thompson
Chris Collins,Ted Lieu
Chris Collins,Elizabeth Esty
Chris Collins,Steve Russell
Chris Collins,Markwayne Mullin
Chris Collins,Bruce Poliquin
Chris Collins,Lee Zeldin
Chris Collins,John Katko
Chris Collins,Elise Stefanik
Chris Collins,Larry Bucshon
Chris Collins,Louise Slaughter
Chris Collins,Tom Reed
Chris Collins,Peter King
Chris Collins,Eliot Engel
Chris Collins,Mark Pocan
Chris Collins,Jeff Denham
Chris Collins,Paul Gosar
Chris Collins,Stevan Pearce
Chris Collins,Lou Barletta
Chris Collins,Mike Coffman
Chris Collins,Tom Marino
Chris Collins,Thomas Rooney
Chris Collins,Steve Chabot
Chris Collins,John Culberson
Chris Collins,Mo Brooks
Chris Collins,Blake Farenthold
Chris Collins,Vicky Hartzler
Chris Collins,Mike Rogers
Chris Collins,Joe Barton
Chris Collins,Kevin Brady
Chris Collins,Michael McCaul
Chris Collins,K. Conaway
Chris Collins,Ted Poe
Chris Collins,Kay Granger
Chris Collins,John Shimkus
Chris Collins,Vern Buchanan
Chris Collins,Bill Flores
Chris Collins,Keith Rothfus
Chris Collins,Tom Rice
Chris Collins,Sean Maloney
Chris Collins,Luke Messer
Chris Collins,David Joyce
Chris Collins,Cheri Bustos
Chris Collins,Kenny Marchant
Chris Collins,Robert Wittman
Chris Collins,Charles Schumer
Chris Collins,Kevin Cramer
Chris Collins,Robert Latta
Chris Collins,Chris Stewart
Chris Collins,Patrick Meehan
Chris Collins,Garland Barr
Chris Collins,Jackie Walorski
Chris Collins,Roger Williams
Chris Collins,Steve Scalise
Chris Collins,Ted Yoho
Chris Collins,James Renacci
Chris Collins,Billy Long
Chris Collins,Richard Nolan
Chris Collins,Peter Roskam
Chris Collins,Randy Hultgren
Chris Collins,George Holding
Chris Collins,Duncan Hunter
Chris Collins,Eric Crawford
Chris Collins,Brian Higgins
Chris Collins,Tom Graves
Chris Collins,Robert Pittenger
Chris Collins,Dean Heller
Chris Collins,Steve Womack
Chris Collins,Brett Guthrie
Chris Collins,Bill Huizenga
Chris Collins,Steve Daines
Chris Collins,Kevin Yoder
Chris Collins,Randy Weber
Chris Collins,Bradley Byrne
Chris Collins,Tom Cole
Chris Collins,Marsha Blackburn
Chris Collins,Martha Roby
Chris Collins,Kevin McCarthy
Chris Collins,Doug Collins
Chris Collins,Fred Upton
Chris Collins,Jaime Herrera Beutler
Chris Collins,Scott Tipton
Chris Collins,Ann Wagner
Chris Collins,Michael Burgess
Chris Collins,Greg Walden
Chris Collins,Pete Sessions
Chris Collins,Kristi Noem
Chris Collins,Sean Duffy
Chris Collins,Virginia Foxx
Chris Collins,Lynn Jenkins
Chris Collins,Ileana Ros-Lehtinen
Chris Collins,Diane Black
Chris Collins,Cathy McMorris Rodgers
Chris Collins,Sam Graves
Brad Wenstrup,Paul Mitchell
Brad Wenstrup,A. Ferguson
Brad Wenstrup,Mimi Walters
Brad Wenstrup,Don Bacon
Brad Wenstrup,Trey Hollingsworth
Brad Wenstrup,Mike Kelly
Brad Wenstrup,Jason Smith
Brad Wenstrup,Joseph Kennedy
Brad Wenstrup,Rodney Frelinghuysen
Brad Wenstrup,Leonard Lance
Brad Wenstrup,Christopher Smith
Brad Wenstrup,Trent Kelly
Brad Wenstrup,Warren Davidson
Brad Wenstrup,Roger Williams
Brad Wenstrup,Ken Buck
Brad Wenstrup,Steve Russell
Brad Wenstrup,Gary Palmer
Brad Wenstrup,Glenn Thompson
Brad Wenstrup,Mac Thornberry
Brad Wenstrup,Lee Zeldin
Brad Wenstrup,Mark Walker
Brad Wenstrup,Will Hurd
Brad Wenstrup,Patrick Toomey
Brad Wenstrup,David Rouzer
Brad Wenstrup,Elijah Cummings
Brad Wenstrup,Rod Blum
Brad Wenstrup,John Shimkus
Brad Wenstrup,Brian Babin
Brad Wenstrup,Evan Jenkins
Brad Wenstrup,French Hill
Brad Wenstrup,Elise Stefanik
Brad Wenstrup,Brett Guthrie
Brad Wenstrup,Tim Ryan
Brad Wenstrup,Marcia Fudge
Brad Wenstrup,Marcy Kaptur
Brad Wenstrup,Bradley Byrne
Brad Wenstrup,Steve Daines
Brad Wenstrup,Ileana Ros-Lehtinen
Brad Wenstrup,Michael Burgess
Brad Wenstrup,Lamar Smith
Brad Wenstrup,David Reichert
Brad Wenstrup,Erik Paulsen
Brad Wenstrup,Todd Rokita
Brad Wenstrup,Blake Farenthold
Brad Wenstrup,Peter King
Brad Wenstrup,Paul Ryan
Brad Wenstrup,Joe Barton
Brad Wenstrup,Louie Gohmert
Brad Wenstrup,Ken Calvert
Brad Wenstrup,Tom Cole
Brad Wenstrup,Thomas Rooney
Brad Wenstrup,John Culberson
Brad Wenstrup,Bill Posey
Brad Wenstrup,Walter Jones
Brad Wenstrup,Patrick McHenry
Brad Wenstrup,Greg Walden
Brad Wenstrup,Don Young
Brad Wenstrup,Bob Goodlatte
Brad Wenstrup,Mario Diaz-Balart
Brad Wenstrup,Tom McClintock
Brad Wenstrup,Diane Black
Brad Wenstrup,Kay Granger
Brad Wenstrup,Tom Graves
Brad Wenstrup,Shelley Capito
Brad Wenstrup,Adam Kinzinger
Brad Wenstrup,James Lankford
Brad Wenstrup,Eric Crawford
Brad Wenstrup,H. Griffith
Brad Wenstrup,Todd Young
Brad Wenstrup,Austin Scott
Brad Wenstrup,Larry Bucshon
Brad Wenstrup,Stevan Pearce
Brad Wenstrup,Bill Flores
Brad Wenstrup,Tim Walberg
Brad Wenstrup,Lou Barletta
Brad Wenstrup,Tom Marino
Brad Wenstrup,Frank LoBiondo
Brad Wenstrup,Scott Tipton
Brad Wenstrup,Charles Dent
Brad Wenstrup,Raúl Labrador
Brad Wenstrup,Edward Royce
Brad Wenstrup,Patrick Meehan
Brad Wenstrup,Sam Johnson
Brad Wenstrup,Tom Reed
Brad Wenstrup,Kevin Yoder
Brad Wenstrup,Daniel Webster
Brad Wenstrup,Steven Palazzo
Brad Wenstrup,Mark Amodei
Brad Wenstrup,Doug Lamborn
Brad Wenstrup,F. Sensenbrenner
Brad Wenstrup,Robert Pittenger
Brad Wenstrup,Mark Meadows
Brad Wenstrup,Rodney Davis
Brad Wenstrup,Kevin Cramer
Brad Wenstrup,Chris Collins
Brad Wenstrup,George Holding
Brad Wenstrup,Ron DeSantis
Brad Wenstrup,Markwayne Mullin
Brad Wenstrup,Doug LaMalfa
Brad Wenstrup,Chris Stewart
Brad Wenstrup,Paul Cook
Brad Wenstrup,Sherrod Brown
Brad Wenstrup,Harold Rogers
Brad Wenstrup,Ted Yoho
Brad Wenstrup,Duncan Hunter
Brad Wenstrup,Billy Long
Brad Wenstrup,Ann Wagner
Brad Wenstrup,Keith Rothfus
Brad Wenstrup,Terri Sewell
